Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.","The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd",S,N,N,100.0
CUI,"CUI Global, Inc.","CUI Global, Inc. - Common Stock",S,N,N,100.0
CUNB,CU Bancorp (CA),CU Bancorp (CA) - Common Stock,S,N,N,100.0
CUTR,"Cutera, Inc.","Cutera, Inc. - Common Stock",Q,N,N,100.0
CVBF,CVB Financial Corporation,CVB Financial Corporation - Common Stock,Q,N,N,100.0
CVCO,"Cavco Industries, Inc.","Cavco Industries, Inc. - Common Stock",Q,N,N,100.0
CVCY,Central Valley Community Bancorp,Central Valley Community Bancorp - Common Stock,S,N,N,100.0
CVGI,"Commercial Vehicle Group, Inc.","Commercial Vehicle Group, Inc. - Common Stock",Q,N,N,100.0
CVGW,"Calavo Growers, Inc.","Calavo Growers, Inc. - Common Stock",Q,N,N,100.0
CVLT,"CommVault Systems, Inc.","CommVault Systems, Inc. - Common Stock",Q,N,N,100.0
CVLY,"Codorus Valley Bancorp, Inc","Codorus Valley Bancorp, Inc - Common Stock",G,N,N,100.0
CVTI,"Covenant Transportation Group, Inc.","Covenant Transportation Group, Inc. - Class A Common Stock",Q,N,N,100.0
CVV,CVD Equipment Corporation,CVD Equipment Corporation - Common Stock,S,N,N,100.0
CWAY,"Coastway Bancorp, Inc.","Coastway Bancorp, Inc. - Common Stock",S,N,N,100.0
CWBC,Community West Bancshares,Community West Bancshares - Common Stock,G,N,N,100.0
CWCO,Consolidated Water Co. Ltd.,Consolidated Water Co. Ltd. - Ordinary Shares,Q,N,N,100.0
CWST,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc. - Class A Common Stock",Q,N,N,100.0
CXDC,China XD Plastics Company Limited,China XD Plastics Company Limited - Common Stock,G,N,N,100.0
CY,Cypress Semiconductor Corporation,Cypress Semiconductor Corporation - Common Stock,Q,N,N,100.0
CYAN,Cyanotech Corporation,Cyanotech Corporation - Common Stock,S,N,N,100.0
CYBE,CyberOptics Corporation,CyberOptics Corporation - Common Stock,G,N,N,100.0
CYBR,CyberArk Software Ltd.,CyberArk Software Ltd. - Ordinary Shares,Q,N,N,100.0
CYBX,"Cyberonics, Inc.","Cyberonics, Inc. - Common Stock",Q,N,N,100.0
CYCC,"Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
CYCCP,"Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",S,N,N,100.0
CYHHZ,"Community Health Systems, Inc.","Community Health Systems, Inc. - Series A Contingent Value Rights",G,N,N,100.0
CYNO,"Cynosure, Inc.","Cynosure, Inc. - Class A Common Stock",Q,N,N,100.0
CYOU,Changyou.com Limited,"Changyou.com Limited - American Depositary Shares, each representing two Class A ordinary shares",Q,N,N,100.0
CYRN,CYREN Ltd.,CYREN Ltd. - Ordinary Shares,S,N,N,100.0
CYTK,"Cytokinetics, Incorporated","Cytokinetics, Incorporated - Common Stock",S,N,N,100.0
CYTR,CytRx Corporation,CytRx Corporation - Common Stock,S,N,N,100.0
CYTX,Cytori Therapeutics Inc,Cytori Therapeutics Inc - Common Stock,G,N,D,100.0
CZFC,Citizens First Corporation,Citizens First Corporation - Common Stock,G,N,N,100.0
CZNC,Citizens & Northern Corp,Citizens & Northern Corp - Common Stock,S,N,N,100.0
CZR,Caesars Entertainment Corporation,Caesars Entertainment Corporation - Common Stock,Q,N,N,100.0
CZWI,"Citizens Community Bancorp, Inc.","Citizens Community Bancorp, Inc. - Common Stock",G,N,N,100.0
DAEG,Daegis Inc,Daegis Inc - Common Stock,S,N,D,100.0
DAIO,Data I/O Corporation,Data I/O Corporation - Common Stock,S,N,N,100.0
DAKT,"Daktronics, Inc.","Daktronics, Inc. - Common Stock",Q,N,N,100.0
DARA,"DARA Biosciences, Inc.","DARA Biosciences, Inc. - Common Stock",S,N,D,100.0
DATE,Jiayuan.com International Ltd.,Jiayuan.com International Ltd. - American Depositary Shares,Q,N,N,100.0
DAVE,"Famous Dave's of America, Inc.","Famous Dave's of America, Inc. - Common Stock",Q,N,D,100.0
DAX,Recon Capital DAX Germany ETF,Recon Capital DAX Germany ETF,G,N,N,100.0
DBVT,DBV Technologies S.A.,DBV Technologies S.A. - American Depositary Shares,Q,N,N,100.0
DCIX,Diana Containerships Inc.,Diana Containerships Inc. - Common Shares,Q,N,N,100.0
DCOM,"Dime Community Bancshares, Inc.","Dime Community Bancshares, Inc. - Common Stock",Q,N,N,100.0
DCTH,"Delcath Systems, Inc.","Delcath Systems, Inc. - Common Stock",S,N,N,100.0
DENN,Denny's Corporation,Denny's Corporation - Common Stock,S,N,N,100.0
DEPO,"Depomed, Inc.","Depomed, Inc. - Common Stock",Q,N,N,100.0
DERM,"Dermira, Inc.","Dermira, Inc. - Common Stock",Q,N,N,100.0
DEST,Destination Maternity Corporation,Destination Maternity Corporation - Common Stock,Q,N,N,100.0
DFRG,"Del Frisco's Restaurant Group, Inc.","Del Frisco's Restaurant Group, Inc. - Common Stock",Q,N,N,100.0
DFVL,Barclays PLC,Barclays PLC - iPath US Treasury 5 Year Bull ETN,G,N,N,100.0
DFVS,Barclays PLC,Barclays PLC - iPath US Treasury 5-year Bear ETN,G,N,N,100.0
DGAS,"Delta Natural Gas Company, Inc.","Delta Natural Gas Company, Inc. - Common Stock",Q,N,N,100.0
DGICA,"Donegal Group, Inc.","Donegal Group, Inc. - Class A Common Stock",Q,N,N,100.0
DGICB,"Donegal Group, Inc.","Donegal Group, Inc. - Class B Common Stock",Q,N,N,100.0
DGII,Digi International Inc.,Digi International Inc. - Common Stock,Q,N,N,100.0
DGLD,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Inverse Gold ETN,G,N,N,100.0
DGLY,"Digital Ally, Inc.","Digital Ally, Inc. - Common Stock",S,N,N,100.0
DGRE,WisdomTree Emerging Markets Dividend Growth Fund,WisdomTree Emerging Markets Dividend Growth Fund,G,N,N,100.0
DGRS,WisdomTree U.S. SmallCap Dividend Growth Fund,WisdomTree U.S. SmallCap Dividend Growth Fund,G,N,N,100.0
DGRW,WisdomTree U.S. Dividend Growth Fund,WisdomTree U.S. Dividend Growth Fund,G,N,N,100.0
DHIL,"Diamond Hill Investment Group, Inc.","Diamond Hill Investment Group, Inc. - Class A Common Stock",Q,N,N,100.0
DHRM,Dehaier Medical Systems Limited,Dehaier Medical Systems Limited - Common Stock,S,N,N,100.0
DIOD,Diodes Incorporated,Diodes Incorporated - Common Stock,Q,N,N,100.0
DISCA,"Discovery Communications, Inc.","Discovery Communications, Inc. - Series A Common Stock",Q,N,N,100.0
DISCB,"Discovery Communications, Inc.","Discovery Communications, Inc. - Series B Common Stock",Q,N,N,100.0
DISCK,"Discovery Communications, Inc.","Discovery Communications, Inc. - Series C Common Stock",Q,N,N,100.0
DISH,DISH Network Corporation,DISH Network Corporation - Class A Common Stock,Q,N,N,100.0
DJCO,Daily Journal Corp. (S.C.),Daily Journal Corp. (S.C.) - Common Stock,S,N,E,100.0
DLBL,Barclays PLC,Barclays PLC - iPath US Treasury Long Bond Bull ETN,G,N,N,100.0
DLBS,Barclays PLC,Barclays PLC - iPath US Treasury Long Bond Bear ETN,G,N,N,100.0
DLHC,DLH Holdings Corp.,DLH Holdings Corp. - Common Stock,S,N,N,100.0
DLTR,"Dollar Tree, Inc.","Dollar Tree, Inc. - Common Stock",Q,N,N,100.0
DMLP,"Dorchester Minerals, L.P.","Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0
DMND,"Diamond Foods, Inc.","Diamond Foods, Inc. - Common Stock",Q,N,N,100.0
DMRC,Digimarc Corporation,Digimarc Corporation - Common Stock,Q,N,N,100.0
DNBF,DNB Financial Corp,DNB Financial Corp - Common Stock,S,N,N,100.0
DNKN,"Dunkin' Brands Group, Inc.","Dunkin' Brands Group, Inc. - Common Stock",Q,N,N,100.0
DORM,"Dorman Products, Inc.","Dorman Products, Inc. - Common Stock",Q,N,N,100.0
DOVR,"Dover Saddlery, Inc.","Dover Saddlery, Inc. - Common Stock",S,N,N,100.0
DOX,Amdocs Limited,Amdocs Limited - Ordinary Shares,Q,N,N,100.0
DPRX,"Dipexium Pharmaceuticals, Inc.","Dipexium Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
DRAD,Digirad Corporation,Digirad Corporation - Common Stock,G,N,N,100.0
DRAM,Dataram Corporation,Dataram Corporation - Common Stock,S,N,N,100.0
DRIV,"Digital River, Inc.","Digital River, Inc. - Common Stock",Q,N,N,100.0
DRNA,"Dicerna Pharmaceuticals, Inc.","Dicerna Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
DRRX,DURECT Corporation,DURECT Corporation - Common Stock,G,N,D,100.0
DRWI,DragonWave Inc,DragonWave Inc - Common Shares,Q,N,N,100.0
DRWIW,DragonWave Inc,DragonWave Inc - Warrants,Q,N,N,100.0
DRYS,DryShips Inc.,DryShips Inc. - Common Stock,Q,N,N,100.0
DSCI,"Derma Sciences, Inc.","Derma Sciences, Inc. - Common Stock",S,N,N,100.0
DSCO,"Discovery Laboratories, Inc.","Discovery Laboratories, Inc. - Common Stock",S,N,N,100.0
DSGX,The Descartes Systems Group Inc.,The Descartes Systems Group Inc. - Common Stock,Q,N,N,100.0
DSKX,"DS Healthcare Group, Inc.","DS Healthcare Group, Inc. - Common Stock",S,N,D,100.0
DSKY,iDreamSky Technology Limited,iDreamSky Technology Limited - American Depositary Shares,Q,N,N,100.0
DSLV,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Inverse Silver ETN,G,N,N,100.0
DSPG,"DSP Group, Inc.","DSP Group, Inc. - Common Stock",Q,N,N,100.0
DSWL,"Deswell Industries, Inc.","Deswell Industries, Inc. - Common Shares",G,N,N,100.0
DTLK,Datalink Corporation,Datalink Corporation - Common Stock,Q,N,N,100.0
DTSI,"DTS, Inc.","DTS, Inc. - Common Stock",Q,N,N,100.0
DTUL,Barclays PLC,Barclays PLC - iPath US Treasury 2 Yr Bull ETN,G,N,N,100.0
DTUS,Barclays PLC,Barclays PLC - iPath US Treasury 2-year Bear ETN,G,N,N,100.0
DTV,DIRECTV,DIRECTV - Common Stock,Q,N,N,100.0
DTYL,Barclays PLC,Barclays PLC - iPath US Treasury 10 Year Bull ETN,G,N,N,100.0
DTYS,Barclays PLC,Barclays PLC - iPath US Treasury 10-year Bear ETN,G,N,N,100.0
DVAX,Dynavax Technologies Corporation,Dynavax Technologies Corporation - Common Stock,S,N,N,100.0
DVCR,Diversicare Healthcare Services Inc.,Diversicare Healthcare Services Inc. - Common Stock,S,N,N,100.0
DWA,"Dreamworks Animation SKG, Inc.","Dreamworks Animation SKG, Inc. - Class A Common Stock",Q,N,N,100.0
DWAT,Arrow DWA Tactical ETF,Arrow DWA Tactical ETF,G,N,N,100.0
DWCH,Datawatch Corporation,Datawatch Corporation - Common Stock,S,N,N,100.0
DWSN,Dawson Geophysical Company,Dawson Geophysical Company - Common Stock,Q,N,N,100.0
DXCM,"DexCom, Inc.","DexCom, Inc. - Common Stock",Q,N,N,100.0
DXGE,WisdomTree Germany Hedged Equity Fund,WisdomTree Germany Hedged Equity Fund,G,N,N,100.0
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,WisdomTree Japan Hedged SmallCap Equity Fund,G,N,N,100.0
DXKW,WisdomTree Korea Hedged Equity Fund,WisdomTree Korea Hedged Equity Fund,G,N,N,100.0
DXLG,"Destination XL Group, Inc.","Destination XL Group, Inc. - Common Stock",Q,N,N,100.0
DXM,"Dex Media, Inc.","Dex Media, Inc. - Common Stock",Q,N,N,100.0
DXPE,"DXP Enterprises, Inc.","DXP Enterprises, Inc. - Common Stock",Q,N,N,100.0
DXPS,WisdomTree United Kingdom Hedged Equity Fund,WisdomTree United Kingdom Hedged Equity Fund,G,N,N,100.0
DXYN,"The Dixie Group, Inc.","The Dixie Group, Inc. - Common Stock",G,N,N,100.0
DYAX,Dyax Corp.,Dyax Corp. - Common Stock,G,N,N,100.0
DYNT,Dynatronics Corporation,Dynatronics Corporation - Common Stock,S,N,D,100.0
DYSL,Dynasil Corporation of America,Dynasil Corporation of America - Common Stock,S,N,N,100.0
EA,Electronic Arts Inc.,Electronic Arts Inc. - Common Stock,Q,N,N,100.0
EAC,Erickson Incorporated,Erickson Incorporated - Common Stock,G,N,N,100.0
EARS,Auris Medical Holding AG,Auris Medical Holding AG - Common Shares,G,N,N,100.0
EBAY,eBay Inc.,eBay Inc. - Common Stock,Q,N,N,100.0
EBIO,"Eleven Biotherapeutics, Inc.","Eleven Biotherapeutics, Inc. - Common Stock",G,N,N,100.0
EBIX,"Ebix, Inc.","Ebix, Inc. - Common Stock",Q,N,N,100.0
EBMT,"Eagle Bancorp Montana, Inc.","Eagle Bancorp Montana, Inc. - Common Stock",G,N,N,100.0
EBSB,"Meridian Bancorp, Inc.","Meridian Bancorp, Inc. - Common Stock",Q,N,N,100.0
EBTC,Enterprise Bancorp Inc,Enterprise Bancorp Inc - Common Stock,Q,N,N,100.0
ECHO,"Echo Global Logistics, Inc.","Echo Global Logistics, Inc. - Common Stock",Q,N,N,100.0
ECOL,"US Ecology, Inc.","US Ecology, Inc. - Common Stock",Q,N,N,100.0
ECPG,Encore Capital Group Inc,Encore Capital Group Inc - Common Stock,Q,N,N,100.0
ECTE,"Echo Therapeutics, Inc.","Echo Therapeutics, Inc. - Common Stock",S,N,N,100.0
ECYT,"Endocyte, Inc.","Endocyte, Inc. - Common Stock",Q,N,N,100.0
EDAP,EDAP TMS S.A.,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",G,N,N,100.0
EDGW,"Edgewater Technology, Inc.","Edgewater Technology, Inc. - Common Stock",G,N,N,100.0
EDS,Exceed Company Ltd.,Exceed Company Ltd. - Common Stock,Q,N,N,100.0
EDUC,Educational Development Corporation,Educational Development Corporation - Common Stock,G,N,N,100.0
EEFT,"Euronet Worldwide, Inc.","Euronet Worldwide, Inc. - Common Stock",Q,N,N,100.0
EEI,"Ecology and Environment, Inc.","Ecology and Environment, Inc. - Class A Common Stock",G,N,N,100.0
EEMA,iShares MSCI Emerging Markets Asia Index Fund,iShares MSCI Emerging Markets Asia Index Fund,G,N,N,100.0
EEME,iShares MSCI Emerging Markets EMEA Index Fund,iShares MSCI Emerging Markets EMEA Index Fund,G,N,N,100.0
EEML,iShares MSCI Emerging Markets Latin America Index Fund,iShares MSCI Emerging Markets Latin America Index Fund,G,N,N,100.0
EFII,"Electronics for Imaging, Inc.","Electronics for Imaging, Inc. - Common Stock",Q,N,N,100.0
EFOI,"Energy Focus, Inc.","Energy Focus, Inc. - Common Stock",S,N,N,100.0
EFSC,Enterprise Financial Services Corporation,Enterprise Financial Services Corporation - Common Stock,Q,N,N,100.0
EFUT,eFuture Information Technology Inc.,eFuture Information Technology Inc. - Ordinary Shares,S,N,N,100.0
EGAN,eGain Corporation,eGain Corporation - Common Stock,S,N,N,100.0
EGBN,"Eagle Bancorp, Inc.","Eagle Bancorp, Inc. - Common Stock",S,N,N,100.0
EGHT,8x8 Inc,8x8 Inc - Common Stock,Q,N,N,100.0
EGLE,Eagle Bulk Shipping Inc.,Eagle Bulk Shipping Inc. - Common Stock,Q,N,N,100.0
EGLT,Egalet Corporation,Egalet Corporation - Common Stock,G,N,N,100.0
EGOV,NIC Inc.,NIC Inc. - Common Stock,Q,N,N,100.0
EGRW,iShares MSCI Emerging Markets Growth Index Fund,iShares MSCI Emerging Markets Growth Index Fund,G,N,N,100.0
EGRX,"Eagle Pharmaceuticals, Inc.","Eagle Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
EGT,Entertainment Gaming Asia Incorporated,Entertainment Gaming Asia Incorporated - Common Stock,S,N,D,100.0
EHTH,"eHealth, Inc.","eHealth, Inc. - Common Stock",Q,N,N,100.0
EIGI,"Endurance International Group Holdings, Inc.","Endurance International Group Holdings, Inc. - Common Stock",Q,N,N,100.0
ELGX,"Endologix, Inc.","Endologix, Inc. - Common Stock",Q,N,N,100.0
ELNK,EarthLink Holdings Corp.,EarthLink Holdings Corp. - Common Stock,Q,N,N,100.0
ELON,Echelon Corporation,Echelon Corporation - Common Stock,Q,N,N,100.0
ELOS,Syneron Medical Ltd.,Syneron Medical Ltd. - Ordinary Shares,Q,N,N,100.0
ELRC,Electro Rent Corporation,Electro Rent Corporation - Common Stock,Q,N,N,100.0
ELSE,Electro,"Electro-Sensors, Inc. - Common Stock",S,N,N,100.0
ELTK,Eltek Ltd.,Eltek Ltd. - Ordinary Shares,S,N,N,100.0
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,WisdomTree Emerging Markets Corporate Bond Fund,G,N,N,100.0
EMCF,Emclaire Financial Corp,Emclaire Financial Corp - Common Stock,S,N,N,100.0
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,WisdomTree Emerging Markets Consumer Growth Fund,G,N,N,100.0
EMCI,EMC Insurance Group Inc.,EMC Insurance Group Inc. - Common Stock,Q,N,N,100.0
EMDI,iShares MSCI Emerging Markets Consumer Discrectionary Sector Index Fund,iShares MSCI Emerging Markets Consumer Discrectionary Sector Index Fund,G,N,N,100.0
EMEY,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,G,N,N,100.0
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,iShares S&P Emerging Markets Infrastructure Index Fund,G,N,N,100.0
EMITF,Elbit Imaging Ltd.,Elbit Imaging Ltd. - Ordinary Shares,Q,N,N,100.0
EMKR,EMCORE Corporation,EMCORE Corporation - Common Stock,G,N,N,100.0
EML,Eastern Company (The),Eastern Company (The) - Common Stock,G,N,N,100.0
EMMS,Emmis Communications Corporation,Emmis Communications Corporation - Class A Common Stock,Q,N,N,100.0
EMMSP,Emmis Communications Corporation,Emmis Communications Corporation - 6.25% Series A Cumulative Convertible Preferred Stock,Q,N,N,100.0
ENDP,Endo International plc,Endo International plc - Ordinary Shares,Q,N,N,100.0
ENFC,Entegra Financial Corp.,Entegra Financial Corp. - Common Stock,G,N,N,100.0
ENG,ENGlobal Corporation,ENGlobal Corporation - Common Stock,S,N,N,100.0
ENOC,"EnerNOC, Inc.","EnerNOC, Inc. - Common Stock",Q,N,N,100.0
ENPH,"Enphase Energy, Inc.","Enphase Energy, Inc. - Common Stock",G,N,N,100.0
ENSG,"The Ensign Group, Inc.","The Ensign Group, Inc. - Common Stock",Q,N,N,100.0
ENT,Global Eagle Entertainment Inc.,Global Eagle Entertainment Inc. - Common Stock,S,N,N,100.0
ENTA,"Enanta Pharmaceuticals, Inc.","Enanta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
ENTG,"Entegris, Inc.","Entegris, Inc. - Common Stock",Q,N,N,100.0
ENTR,"Entropic Communications, Inc.","Entropic Communications, Inc. - Common Stock",Q,N,N,100.0
ENVI,"Envivio, Inc.","Envivio, Inc. - Common Stock",Q,N,N,100.0
ENZN,"Enzon Pharmaceuticals, Inc.","Enzon Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
ENZY,Enzymotec Ltd.,Enzymotec Ltd. - Ordinary Shares,Q,N,N,100.0
EOPN,"E2open, Inc.","E2open, Inc. - Common Stock",G,N,N,100.0
EPAX,"Ambassadors Group, Inc.","Ambassadors Group, Inc. - Common Stock",Q,N,N,100.0
EPAY,"Bottomline Technologies, Inc.","Bottomline Technologies, Inc. - Common Stock",Q,N,N,100.0
EPIQ,"EPIQ Systems, Inc.","EPIQ Systems, Inc. - Common Stock",Q,N,N,100.0
EPRS,"EPIRUS Biopharmaceuticals, Inc.","EPIRUS Biopharmaceuticals, Inc. - Common Stock",S,N,N,100.0
EPZM,"Epizyme, Inc.","Epizyme, Inc. - Common Stock",Q,N,N,100.0
EQIX,"Equinix, Inc.","Equinix, Inc. - Common Stock",Q,N,N,100.0
ERI,"Eldorado Resorts, Inc.","Eldorado Resorts, Inc. - Common Stock",Q,N,N,100.0
ERIC,Ericsson,Ericsson - ADS each representing 1 underlying Class B share,Q,N,N,100.0
ERIE,Erie Indemnity Company,Erie Indemnity Company - Class A Common Stock,Q,N,N,100.0
ERII,"Energy Recovery, Inc.","Energy Recovery, Inc. - Common Stock",Q,N,N,100.0
EROC,"Eagle Rock Energy Partners, L.P.","Eagle Rock Energy Partners, L.P. - Common Units Representing Limited Partner Interests",Q,N,N,100.0
ERS,"Empire Resources, Inc.","Empire Resources, Inc. - Common Stock",S,N,N,100.0
ERW,VelocityShares Equal Risk Weighted Large Cap ETF,VelocityShares Equal Risk Weighted Large Cap ETF,G,N,N,100.0
ESBF,ESB Financial Corporation,ESB Financial Corporation - Common Stock,Q,N,N,100.0
ESBK,Elmira Savings Bank NY (The),Elmira Savings Bank NY (The) - Common Stock,S,N,N,100.0
ESCA,"Escalade, Incorporated","Escalade, Incorporated - Common Stock",G,N,N,100.0
ESCR,Escalera Resources Co.,Escalera Resources Co. - Common Stock,Q,N,N,100.0
ESCRP,Escalera Resources Co.,Escalera Resources Co. - Series A Cumulative Preferred Stock,Q,N,N,100.0
ESEA,Euroseas Ltd.,Euroseas Ltd. - Common Stock,Q,N,D,100.0
ESGR,Enstar Group Limited,Enstar Group Limited - Ordinary Shares,Q,N,N,100.0
ESIO,"Electro Scientific Industries, Inc.","Electro Scientific Industries, Inc. - Common Stock",Q,N,N,100.0
ESLT,Elbit Systems Ltd.,Elbit Systems Ltd. - Ordinary Shares,Q,N,N,100.0
ESMC,Escalon Medical Corp.,Escalon Medical Corp. - Common Stock,S,N,N,100.0
ESPR,"Esperion Therapeutics, Inc.","Esperion Therapeutics, Inc. - Common Stock",G,N,N,100.0
ESRX,Express Scripts Holding Company,Express Scripts Holding Company - Common Stock,Q,N,N,100.0
ESSA,"ESSA Bancorp, Inc.","ESSA Bancorp, Inc. - common stock",Q,N,N,100.0
ESSX,Essex Rental Corporation,Essex Rental Corporation - Common Stock,S,N,N,100.0
ESXB,Community Bankers Trust Corporation.,Community Bankers Trust Corporation. - Common Stock,S,N,N,100.0
ESYS,Elecsys Corporation,Elecsys Corporation - Common Stock,S,N,N,100.0
ETFC,E*TRADE Financial Corporation,E*TRADE Financial Corporation - Common Stock,Q,N,N,100.0
ETRM,EnteroMedics Inc.,EnteroMedics Inc. - Common Stock,S,N,N,100.0
EUFN,iShares MSCI Europe Financials Sector Index Fund,iShares MSCI Europe Financials Sector Index Fund,G,N,N,100.0
EVAL,iShares MSCI Emerging Markets Value Index Fund,iShares MSCI Emerging Markets Value Index Fund,G,N,N,100.0
EVAR,"Lombard Medical, Inc.","Lombard Medical, Inc. - Ordinary Shares",G,N,N,100.0
EVBS,"Eastern Virginia Bankshares, Inc.","Eastern Virginia Bankshares, Inc. - Common Stock",Q,N,N,100.0
EVEP,"EV Energy Partners, L.P.","EV Energy Partners, L.P. - common units representing limited partnership interest",Q,N,N,100.0
EVK,Ever,"Ever-Glory International Group, Inc. - Common Stock",G,N,N,100.0
EVLV,EVINE Live Inc.,EVINE Live Inc. - Common Stock,Q,N,N,100.0
EVOK,"Evoke Pharma, Inc.","Evoke Pharma, Inc. - Common Stock",S,N,N,100.0
EVOL,"Evolving Systems, Inc.","Evolving Systems, Inc. - Common Stock",S,N,N,100.0
EVRY,"EveryWare Global, Inc.","EveryWare Global, Inc. - Common Stock",G,N,D,100.0
EWBC,"East West Bancorp, Inc.","East West Bancorp, Inc. - Common Stock",Q,N,N,100.0
EXA,Exa Corporation,Exa Corporation - Common Stock,G,N,N,100.0
EXAC,"Exactech, Inc.","Exactech, Inc. - Common Stock",Q,N,N,100.0
EXAS,Exact Sciences Corporation,Exact Sciences Corporation - Common Stock,S,N,N,100.0
EXEL,"Exelixis, Inc.","Exelixis, Inc. - Common Stock",Q,N,N,100.0
EXFO,EXFO Inc,EXFO Inc - Subordinate Voting Shares,Q,N,N,100.0
EXLP,"Exterran Partners, L.P.","Exterran Partners, L.P. - Common Units representing Limited Partner Interests",Q,N,N,100.0
EXLS,"ExlService Holdings, Inc.","ExlService Holdings, Inc. - Common Stock",Q,N,N,100.0
EXPD,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. - Common Stock",Q,N,N,100.0
EXPE,"Expedia, Inc.","Expedia, Inc. - Common Stock",Q,N,N,100.0
EXPO,"Exponent, Inc.","Exponent, Inc. - Common Stock",Q,N,N,100.0
EXTR,"Extreme Networks, Inc.","Extreme Networks, Inc. - Common Stock",Q,N,N,100.0
EXXI,Energy XXI Ltd.,Energy XXI Ltd. - Common Stock,Q,N,N,100.0
EYES,"Second Sight Medical Products, Inc.","Second Sight Medical Products, Inc. - Common Stock",S,N,N,100.0
EZCH,EZchip Semiconductor Limited,EZchip Semiconductor Limited - Ordinary Shares,Q,N,N,100.0
EZPW,"EZCORP, Inc.","EZCORP, Inc. - Class A Non-Voting Common Stock",Q,N,N,100.0
FALC,"FalconStor Software, Inc.","FalconStor Software, Inc. - Common Stock",G,N,N,100.0
FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc. - Commmon Stock",Q,N,N,100.0
FARM,Farmer Brothers Company,Farmer Brothers Company - Common Stock,Q,N,N,100.0
FARO,"FARO Technologies, Inc.","FARO Technologies, Inc. - Common Stock",Q,N,N,100.0
FAST,Fastenal Company,Fastenal Company - Common Stock,Q,N,N,100.0
FATE,"Fate Therapeutics, Inc.","Fate Therapeutics, Inc. - Common Stock",G,N,N,100.0
FB,"Facebook, Inc.","Facebook, Inc. - Class A Common Stock",Q,N,N,100.0
FBIZ,"First Business Financial Services, Inc.","First Business Financial Services, Inc. - Common Stock",Q,N,N,100.0
FBMS,"The First Bancshares, Inc.","The First Bancshares, Inc. - Common Stock",G,N,N,100.0
FBNC,First Bancorp,First Bancorp - Common Stock,Q,N,N,100.0
FBNK,"First Connecticut Bancorp, Inc.","First Connecticut Bancorp, Inc. - Common Stock",Q,N,N,100.0
FBRC,FBR & Co,FBR & Co - Common Stock,Q,N,N,100.0
FBSS,"Fauquier Bankshares, Inc.","Fauquier Bankshares, Inc. - Common Stock",S,N,N,100.0
FCAP,"First Capital, Inc.","First Capital, Inc. - Common Stock",S,N,N,100.0
FCBC,"First Community Bancshares, Inc.","First Community Bancshares, Inc. - Common Stock",Q,N,N,100.0
FCCO,First Community Corporation,First Community Corporation - Common Stock,S,N,N,100.0
FCCY,1st Constitution Bancorp (NJ),1st Constitution Bancorp (NJ) - Common Stock,G,N,N,100.0
FCEL,"FuelCell Energy, Inc.","FuelCell Energy, Inc. - Common Stock",G,N,N,100.0
FCFS,"First Cash Financial Services, Inc.","First Cash Financial Services, Inc. - Common Stock",Q,N,N,100.0
FCHI,iShares FTSE China (HK Listed) Index Fund,iShares FTSE China (HK Listed) Index Fund,G,N,N,100.0
FCLF,First Clover Leaf Financial Corp.,First Clover Leaf Financial Corp. - Common Stock,S,N,N,100.0
FCNCA,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,100.0
FCS,"Fairchild Semiconductor International, Inc.","Fairchild Semiconductor International, Inc. - Common Stock",Q,N,N,100.0
FCSC,Fibrocell Science Inc,Fibrocell Science Inc - Common Stock,S,N,N,100.0
FCTY,"1st Century Bancshares, Inc","1st Century Bancshares, Inc - Common Stock",S,N,N,100.0
FCVA,"First Capital Bancorp, Inc. (VA)","First Capital Bancorp, Inc. (VA) - Common Stock",S,N,N,100.0
FCZA,First Citizens Banc Corp.,First Citizens Banc Corp. - Common Stock,S,N,N,100.0
