Symbol,Date, Close/Last, Volume, Open, High, Low
AMZN,9/10/20,3175.11,5330741,3307.219,3349.89,3170.55
GOOG,9/10/20,1532.02,1618557,1560.64,1584.081,1525.805
MSFT,9/10/20,205.37,35461510,213.4,214.74,204.11
AAPL,9/9/20,117.32,176940500,117.26,119.14,115.26
AMZN,9/9/20,3268.61,5188675,3202.99,3303.175,3185
GOOG,9/9/20,1556.96,1774704,1557.53,1569,1536.0511
MSFT,9/9/20,211.29,45678990,207.6,214.8399,206.7
AAPL,9/8/20,112.82,231366600,113.95,118.99,112.68
AMZN,9/8/20,3149.84,6094205,3144,3250.845,3130
GOOG,9/8/20,1532.39,2610884,1533.51,1563.865,1528.01
MSFT,9/8/20,202.66,52924330,206.5,210.03,202.2
AAPL,9/4/20,120.96,332607200,120.07,123.7,110.89
AMZN,9/4/20,3294.62,8781754,3318,3381.5,3111.13
GOOG,9/4/20,1591.04,2608568,1624.26,1645.11,1547.6125
MSFT,9/4/20,214.25,59664070,215.1,218.3599,205.19
AAPL,9/3/20,120.88,257599600,126.91,128.84,120.5
AMZN,9/3/20,3368,8161113,3485,3488.41,3303
GOOG,9/3/20,1641.84,3107763,1709.7143,1709.7143,1615.06
MSFT,9/3/20,217.3,58400290,229.27,229.31,214.9602
AAPL,9/2/20,131.4,200119000,137.59,137.98,127
AMZN,9/2/20,3531.45,3931476,3547,3552.25,3486.685
GOOG,9/2/20,1728.28,2511180,1673.7754,1733.1799,1666.3301
MSFT,9/2/20,231.65,34080840,227.97,232.86,227.35
AAPL,9/1/20,134.18,152470100,132.76,134.8,130.53
AMZN,9/1/20,3499.12,3476407,3489.58,3513.87,3467
GOOG,9/1/20,1660.71,1826655,1636.63,1665.73,1632.22
MSFT,9/1/20,227.27,25791240,225.51,227.45,224.43
AAPL,8/31/20,129.04,225702700,127.58,131,126
AMZN,8/31/20,3450.96,4185885,3408.99,3495,3405
GOOG,8/31/20,1634.18,1823406,1647.89,1647.965,1630.31
MSFT,8/31/20,225.53,28774160,227,228.7,224.31
AAPL,8/28/20,124.8075,187629920,126.0125,126.4425,124.5775
AMZN,8/28/20,3401.8,2896978,3423,3433.3699,3386.5
GOOG,8/28/20,1644.41,1499782,1633.49,1647.1699,1630.75
MSFT,8/28/20,228.91,26292900,228.18,230.644,226.58
AAPL,8/27/20,125.01,155552400,127.1425,127.485,123.8325
AMZN,8/27/20,3400,4264795,3450.05,3453,3378
GOOG,8/27/20,1634.33,1861602,1653.68,1655,1625.75
MSFT,8/27/20,226.58,57602200,222.89,231.15,219.4
AAPL,8/26/20,126.5225,163022280,126.1793,126.9925,125.0825
AMZN,8/26/20,3441.85,6508743,3351.11,3451.7387,3344.5675
GOOG,8/26/20,1652.38,3581072,1608,1659.22,1603.6
MSFT,8/26/20,221.15,39600830,217.88,222.09,217.36
AAPL,8/25/20,124.825,211495800,124.6975,125.1793,123.0525
AMZN,8/25/20,3346.49,3992842,3294.99,3357.4,3267
GOOG,8/25/20,1608.22,2132084,1582.07,1611.62,1582.07
MSFT,8/25/20,216.47,23043700,213.1,216.61,213.1
AAPL,8/24/20,125.8575,345937760,128.6975,128.785,123.9363
AMZN,8/24/20,3307.46,4666258,3310.15,3380.315,3257.5608
GOOG,8/24/20,1588.2,1410229,1593.98,1614.17,1580.57
MSFT,8/24/20,213.69,25460150,214.79,215.52,212.43
AAPL,8/21/20,124.37,338054640,119.2625,124.868,119.25
AMZN,8/21/20,3284.72,3575862,3295,3314.3962,3275.39
GOOG,8/21/20,1580.42,1446453,1577.03,1597.72,1568.005
MSFT,8/21/20,213.02,36249320,213.86,216.25,212.85
AAPL,8/20/20,118.275,126907200,115.75,118.392,115.7334
AMZN,8/20/20,3297.37,3332478,3252,3312.62,3238
GOOG,8/20/20,1581.75,1706877,1543.45,1585.87,1538.2
MSFT,8/20/20,214.58,26981480,209.54,215,208.91
AAPL,8/19/20,115.7075,145538000,115.9833,117.1625,115.61
AMZN,8/19/20,3260.48,4185137,3303.01,3315.9,3256.0001
GOOG,8/19/20,1547.53,1660611,1553.31,1573.68,1543.95
MSFT,8/19/20,209.7,27627560,211.49,212.1,209.25
AAPL,8/18/20,115.5625,105633560,114.3525,116,114.0075
AMZN,8/18/20,3312.49,5345974,3212,3320,3205.8187
GOOG,8/18/20,1558.6,2027086,1526.18,1562.47,1523.71
MSFT,8/18/20,211.49,21336170,210.53,212.36,209.21
AAPL,8/17/20,114.6075,119561440,116.0625,116.0875,113.9625
AMZN,8/17/20,3182.41,2691237,3173.12,3194.97,3154.1775
GOOG,8/17/20,1517.98,1378600,1514.67,1525.61,1507.97
MSFT,8/17/20,210.28,20184760,209.6,211.1874,208.915
AAPL,8/14/20,114.9075,165565200,114.8288,115,113.045
AMZN,8/14/20,3148.02,2751723,3178.18,3178.2357,3120
GOOG,8/14/20,1507.73,1355200,1515.66,1521.9,1502.88
MSFT,8/14/20,208.9,17958940,208.76,209.59,207.51
AAPL,8/13/20,115.01,210082080,114.43,116.0425,113.9275
AMZN,8/13/20,3161.02,3149043,3182.99,3217.5211,3155
GOOG,8/13/20,1518.45,1455208,1510.34,1537.25,1508.005
MSFT,8/13/20,208.7,22588870,209.44,211.35,208.15
